,Company,Valuation,Date Joined,Industry,City,Country,Continent,Year Founded,Funding,Select Investors,Years To Unicorn,Funding_num,Valuation_num
699,Five Star Business Finance,$1B,2021-03-26,Other,Chennai,India,Asia,1984,$456M,"Sequoia Capital India, Tiger Global Management, Tencent",37,4560000.0,100000000.0
700,GupShup,$1B,2021-04-08,Internet software & services,San Francisco,United States,North America,2011,$384M,"Helion Venture Partners, Tiger Global management, CRV",10,3840000.0,100000000.0
701,Kong,$1B,2020-12-31,Internet software & services,San Francisco,United States,North America,2007,$169M,"New Enterprise Associates, CRV, Index Ventures",13,1690000.0,100000000.0
702,Koudai,$1B,2014-10-23,E-commerce & direct-to-consumer,Beijing,China,Asia,2010,$368M,"New Enterprise Associates, Tiger Global management, Tencent",4,3680000.0,100000000.0
703,Panther Labs,$1B,2021-12-02,Cybersecurity,San Francisco,United States,North America,2018,$141M,"Innovation Endeavors, s28 Capital, Lightspeed Venture Partners",3,1410000.0,100000000.0
704,Papa,$1B,2021-11-04,Health,Miami,United States,North America,2016,$241M,"Initialized Capital, Canaan Partners, Sound Ventures",5,2410000.0,100000000.0
705,Pristyn Care,$1B,2021-12-07,Health,Gurugram,India,Asia,2018,$177M,"Sequoia Capital India, Hummingbird Ventures, Epiq Capital",3,1770000.0,100000000.0
706,Rebel Foods,$1B,2021-10-07,E-commerce & direct-to-consumer,Pune,India,Asia,2011,$521M,"Sequoia Capital India, Lightbox Ventures, Coatue Management",10,5210000.0,100000000.0
707,Salt Security,$1B,2022-02-10,Cybersecurity,Palo Alto,United States,North America,2016,$271M,"Y Combinator, S Capital, Tenaya Capital",6,2710000.0,100000000.0
708,Scalable Capital,$1B,2021-06-08,Fintech,Munich,Germany,Europe,2014,$314M,"BlackRock, Tengelmann Ventures, Holtzbrinck Ventures",7,3140000.0,100000000.0
709,SparkCognition,$1B,2022-01-25,Artificial intelligence,Austin,United States,North America,2013,$286M,"March Capital Partners, Temasek, Doha Venture Capital",9,2860000.0,100000000.0
710,Stash,$1B,2021-02-03,Fintech,New York,United States,North America,2015,$426M,"Goodwater Capital, Entree Capital, Valar Ventures",6,4260000.0,100000000.0
711,Symphony,$1B,2017-05-16,Fintech,New York,United States,North America,2014,$511M,"BNP Paribas, Goldman Sachs, Google",3,5110000.0,100000000.0
712,Tripledot,$1B,2022-02-14,Mobile & telecommunications,London,United Kingdom,Europe,2017,$202M,"Lightspeed Venture Partners, Access Industries, Eldridge",5,2020000.0,100000000.0
713,VideoAmp,$1B,2021-10-21,Internet software & services,Los Angeles,United States,North America,2014,$382M,"Simon Equity Partners, Wavemaker Partners, Anthem Venture Partners",7,3820000.0,100000000.0
714,Yidian Zixun,$1B,2017-10-17,Mobile & telecommunications,Beijing,China,Asia,2013,$151M,"Phoenix New Media, Tianjin Haihe Industry Fund",4,1510000.0,100000000.0
715,Yotpo,$1B,2021-03-18,Internet software & services,New York,United States,North America,2011,$436M,"Bessemer Venture Partners, Vintage Investment Partners, Blumberg Capital",10,4360000.0,100000000.0
716,Neon,$1B,2022-02-14,Fintech,Sao Paulo,Brazil,South America,2016,$720M,"Propel Venture Partners, Monashees+, BBVA",6,7200000.0,100000000.0
717,Veepee,$1B,2007-07-02,E-commerce & direct-to-consumer,La Plaine Saint-Denis,France,Europe,2001,Unknown,"Summit Partners, Qatar Holding",6,,100000000.0
718,Alloy,$1B,2021-09-30,Fintech,New York,United States,North America,2015,$156M,"Bessemer Venture Partners, Eniac Ventures, Canapi Ventures",6,1560000.0,100000000.0
719,Epirus,$1B,2022-02-14,Other,Hawthorne,United States,North America,2018,$287M,"8VC, Bedrock Capital, Broom Ventures",4,2870000.0,100000000.0
720,Klook,$1B,2018-08-07,Travel,Central,Hong Kong,Asia,2014,$722M,"Sequoia Capital China, Goldman Sachs, Matrix Partners China",4,7220000.0,100000000.0
721,Yaoshibang,$1B,2021-06-15,Health,Guangzhou,China,Asia,2015,$496M,"Green Pine Capital Partners, Ivy Capital, DCM Ventures",6,4960000.0,100000000.0
722,Signifyd,$1B,2021-04-15,Fintech,San Jose,United States,North America,2011,$390M,"Menlo Ventures, Resolute Ventures, IA Ventures",10,3900000.0,100000000.0
723,Motorway,$1B,2021-11-29,E-commerce & direct-to-consumer,London,United Kingdom,Europe,2017,$276M,"Marchmont Ventures, BMW i Ventures, Index Ventures",4,2760000.0,100000000.0
724,RIDI,$1B,2022-01-24,E-commerce & direct-to-consumer,Seoul,South Korea,Asia,2008,$178M,"Atinum Investment, Company K Partners, GIC",14,1780000.0,100000000.0
725,Athletic Greens,$1B,2022-01-25,Health,New York,United States,North America,2010,$115M,"SC.Holdings, Not Boring Capital, Bolt Ventures",12,1150000.0,100000000.0
726,GPclub,$1B,2018-10-22,Other,Seoul,South Korea,Asia,2003,$67M,Goldman Sachs,15,670000.0,100000000.0
727,Grove Collaborative,$1B,2019-09-06,E-commerce & direct-to-consumer,San Francisco,United States,North America,2016,$475M,"MHS Capital, NextView Ventures, Mayfield Fund",3,4750000.0,100000000.0
728,Tongdun Technology,$1B,2019-04-25,Cybersecurity,Hangzhou,China,Asia,2013,$252M,"Advantech Capital, Temasek Holdings Ltd., Tiantu Capital Co.",6,2520000.0,100000000.0
729,Unisound,$1B,2018-07-19,Artificial intelligence,Beijing,China,Asia,2012,$361M,"Qiming Venture Partners, China Internet Investment Fund, Qualcomm Ventures",6,3610000.0,100000000.0
730,Betterment,$1B,2021-09-29,Fintech,New York,United States,North America,2010,$335M,"Bessemer Venture Partners, Menlo Ventures, Anthermis",11,3350000.0,100000000.0
731,Cava Group,$1B,2021-04-27,Other,Washington,United States,North America,2010,$738M,"SWaN & Legend Ventures, Revolution Growth, Invus Group",11,7380000.0,100000000.0
732,CoinTracker,$1B,2022-01-27,Fintech,San Francisco,United States,North America,2017,$102M,"Initialized Capital, General Catalyst, Kraken Ventures",5,1020000.0,100000000.0
733,DistroKid,$1B,2021-08-16,Internet software & services,New York,United States,North America,2013,Unknown,"Insight Partners, Silversmith Capital Partners, Spotify",8,,100000000.0
734,Domestika,$1B,2022-01-27,Internet software & services,Berkeley,United States,North America,2012,$130M,"Zeev Ventures, GSV Ventures",10,1300000.0,100000000.0
735,Flock Freight,$1B,2021-10-20,"Supply chain, logistics, & delivery",Encinitas,United States,North America,2015,$399M,"SignalFire, GLP Capital Partners, Google Ventures",6,3990000.0,100000000.0
736,InSightec,$1B,2020-03-06,Health,Tirat Carmel,Israel,Asia,1999,$633M,"York Capital Management, GE Healthcare, Koch Disruptive Technologies",21,6330000.0,100000000.0
737,Island,$1B,2022-03-23,Internet software & services,Dallas,United States,North America,2020,$215M,"Insight Partners, Sequoia Capital, Stripes Group",2,2150000.0,100000000.0
738,iTrustCapital,$1B,2022-01-11,Fintech,Long Beach,United States,North America,2018,$128M,"Left Lane Capital, Walden Venture Capital",4,1280000.0,100000000.0
739,Konfio,$1B,2021-09-29,Fintech,Mexico City,Mexico,North America,2013,$378M,"Kaszek Ventures, QED Investors, International Finance Corporation",8,3780000.0,100000000.0
740,LinkTree,$1B,2022-03-16,Internet software & services,Melbourne,Australia,Oceania,2016,$166M,"AirTree Ventures, Insight Partners, Index Ventures",6,1660000.0,100000000.0
741,Loadsmart,$1B,2022-02-01,"Supply chain, logistics, & delivery",New York,United States,North America,2014,$336M,"Chromo Invest, Maersk Growth, BlackRock",8,3360000.0,100000000.0
742,Lukka,$1B,2022-01-14,Fintech,New York,United States,North America,2014,$201M,"Liberty City Ventures, Soros Fund Management, Summer Capital",8,2010000.0,100000000.0
743,Manner,$1B,2020-12-24,Other,Shanghai,China,Asia,2015,$10M,"Coatue Management, H Capital, Capital Today",5,100000.0,100000000.0
744,The Brandtech Group,$1B,2019-11-19,Other,New York,United States,North America,2015,$610M,Undisclosed,4,6100000.0,100000000.0
745,TravelPerk,$1B,2022-01-12,Travel,Barcelona,Spain,Europe,2015,$408M,"LocalGlobe, Kinnevik, Felix Capital",7,4080000.0,100000000.0
746,YugaByte,$1B,2021-10-28,Data management & analytics,Sunnyvale,United States,North America,2016,$291M,"Lightspeed Venture Partners, Dell Technologies Capital, Wipro Ventures",5,2910000.0,100000000.0
747,Intercom,$1B,2018-03-27,Internet software & services,San Francisco,United States,North America,2011,$241M,"FirstMark Capital, Tiger Global Management",7,2410000.0,100000000.0
748,OVO Energy,$1B,2019-02-14,Other,Bristol,United Kingdom,Europe,2009,$324M,"Mitsubishi Corporation, Mayfair Equity Partners",10,3240000.0,100000000.0
749,BigID,$1B,2020-12-16,Cybersecurity,New York,United States,North America,2015,$246M,"BOLDstart Ventures, SAP.iO Fund, Scale Venture Partners",5,2460000.0,100000000.0
750,CaptivateIQ,$1B,2022-01-26,Fintech,San Francisco,United States,North America,2014,$165M,"Sequoia Capital, Y Combinator, Accel",8,1650000.0,100000000.0
751,Flipdish,$1B,2022-01-13,Internet software & services,Dublin,Ireland,Europe,2015,$157M,"Tencent Holdings, Tiger Global Management, Global Founders Capital",7,1570000.0,100000000.0
752,Honor Technology,$1B,2021-10-05,Internet software & services,San Francisco,United States,North America,2014,$325M,"Andreessen Horowitz, Prosus Ventures, Thrive Capital",7,3250000.0,100000000.0
753,Incode Technologies,$1B,2021-12-07,Cybersecurity,San Francisco,United States,North America,2015,$257M,"Dila Capital, Framework Ventures, 3L",6,2570000.0,100000000.0
754,Kuaikan Manhua,$1B,2017-12-01,Internet software & services,Beijing,China,Asia,2014,$594M,"Sequoia Capital China, CMC Capital Partners, Tencent Holdings",3,5940000.0,100000000.0
755,Marshmallow,$1B,2021-09-08,Fintech,London,United Kingdom,Europe,2017,$116M,"Passion Capital, Hedosophia, Outrun Ventures",4,1160000.0,100000000.0
756,Mythical Games,$1B,2021-11-04,Internet software & services,Sherman Oaks,United States,North America,2018,$260M,"Javelin Venture Partners, Struck Capital, Alumni Ventures Group",3,2600000.0,100000000.0
757,Route,$1B,2022-01-21,"Supply chain, logistics, & delivery",Lehi,United States,North America,2018,$482M,"Madrona Venture Group, Banner Ventures, FJ Labs",4,4820000.0,100000000.0
758,Tackle.io,$1B,2021-12-21,Internet software & services,Boise,United States,North America,2016,$148M,"Andreessen Horowitz, Bessemer Venture Partners, Coatue Management",5,1480000.0,100000000.0
759,Nexii,$1B,2021-09-08,Other,Vancouver,Canada,North America,2020,$45M,"Trane Technologies, Honeywell",1,450000.0,100000000.0
760,GalaxySpace,$1B,2020-11-17,Mobile & telecommunications,Beijing,China,Asia,2016,$14M,"Shunwei Capital Partners, 5Y Capital, Legend Capital",4,140000.0,100000000.0
761,Insider,$1B,2022-02-28,Internet software & services,Istanbul,Turkey,Europe,2012,$167M,"Wamda Capital, Endeavor, Riverwood Capital",10,1670000.0,100000000.0
762,Spiber,$1B,2021-09-08,Other,Tsuruoka,Japan,Asia,2007,$520M,"Cool Japan Fund, JAFCO, The Carlyle Group",14,5200000.0,100000000.0
763,Ada Support,$1B,2021-05-07,Artificial intelligence,Toronto,Canada,North America,2016,$191M,"Version One Ventures, Bessemer Venture Partners, FirstMark Capital",5,1910000.0,100000000.0
764,AgentSync,$1B,2021-12-07,Fintech,Denver,United States,North America,2018,$111M,"Craft Ventures, Caffeinated Capital, Operator Collective",3,1110000.0,100000000.0
765,Alation,$1B,2021-06-03,Internet software & services,Redwood City,United States,North America,2012,$192M,"Costanoa Ventures, Data Collective, Salesforce Ventures",9,1920000.0,100000000.0
766,BigPanda,$1B,2022-01-12,Artificial intelligence,Mountain View,United States,North America,2012,$317M,"Advent International, Battery Ventures, Sequoia Capital Israel",10,3170000.0,100000000.0
767,CarDekho,$1B,2021-10-13,E-commerce & direct-to-consumer,Jaipur,India,Asia,2008,$448M,"Sequoia Capital India, Hillhouse Capital Management, Sunley House Capital Management",13,4480000.0,100000000.0
768,Copado,$1B,2021-09-13,Data management & analytics,Chicago,United States,North America,2013,$271M,"Insight Partners, Salesforce Ventures, Perpetual Investors",8,2710000.0,100000000.0
769,DailyPay,$1B,2021-05-18,Fintech,New York,United States,North America,2016,$189M,"RPM Ventures, Inspiration Ventures, Carrick Capital Partners",5,1890000.0,100000000.0
770,FloQast,$1B,2021-07-21,Fintech,Los Angeles,United States,North America,2013,$230M,"Polaris Partners, Insight Partners, Norwest Venture Partners",8,2300000.0,100000000.0
771,Gem,$1B,2021-09-28,Internet software & services,San Francisco,United States,North America,2017,$148M,"Accel, Greylock Partners, Meritech Capital Partners",4,1480000.0,100000000.0
772,GrubMarket,$1B,2021-09-14,E-commerce & direct-to-consumer,San Francisco,United States,North America,2013,$382M,"GGV Capital, BlackRock, ACE & Company",8,3820000.0,100000000.0
773,Helium Systems,$1B,2022-02-22,Internet software & services,San Francisco,United States,North America,2013,$365M,"FirstMark Capital, Tiger Global Management, FTX Venture",9,3650000.0,100000000.0
774,Inari,$1B,2021-05-12,Other,Cambridge,United States,North America,2016,$337M,"Flagship Pioneering, Alexandria Venture Investments, Investment Corporation of Dubai",5,3370000.0,100000000.0
775,Jokr,$1B,2021-12-02,E-commerce & direct-to-consumer,New York,United States,North America,2007,$430M,"GGV Capital, Tiger Global Management, Greycroft",14,4300000.0,100000000.0
776,LivSpace,$1B,2022-02-08,E-commerce & direct-to-consumer,Bengaluru,India,Asia,2015,$427M,"Jungle Ventures, Helion Venture Partners, INGKA Investments",7,4270000.0,100000000.0
777,Merama,$1B,2021-12-09,E-commerce & direct-to-consumer,Mexico City,Mexico,North America,2020,$345M,"SoftBank Latin America Fund, Advent International, Balderton Capital",1,3450000.0,100000000.0
778,MindTickle,$1B,2021-08-03,Internet software & services,San Francisco,United States,North America,2012,$281M,"Qualcomm Ventures, Accel, Canaan Partners",9,2810000.0,100000000.0
779,MyGlamm,$1B,2021-11-10,E-commerce & direct-to-consumer,Mumbai,India,Asia,2015,$310M,"L'Occitane, Trifecta Capital, Bessemer Venture Partners",6,3100000.0,100000000.0
780,Oda,$1B,2021-06-02,E-commerce & direct-to-consumer,Oslo,Norway,Europe,2013,$337M,"Kinnevik, Softbank Group, Prosus Ventures",8,3370000.0,100000000.0
781,Offchain Labs,$1B,2021-08-31,Internet software & services,Princeton,United States,North America,2018,$124M,"Pantera Capital, Polychain Capital, Lightspeed Venture Partners",3,1240000.0,100000000.0
782,Phantom,$1B,2022-01-31,Fintech,San Francisco,United States,North America,2021,$118M,"Paradigm, Andreessen Horowitz, Jump Capital",1,1180000.0,100000000.0
783,Pilot.com,$1B,2021-03-26,Fintech,San Francisco,United States,North America,2016,$161M,"Index Ventures, Sequoia Capital, Bezos Expeditions",5,1610000.0,100000000.0
784,Prime Medicine,$1B,2021-07-13,Health,Cambridge,United States,North America,2019,$315M,"Newpath Partners, Google Ventures, F-Prime Capital",2,3150000.0,100000000.0
785,Public,$1B,2021-02-17,Fintech,New York,United States,North America,2008,$309M,"Accel, Greycroft, Advancit Capital",13,3090000.0,100000000.0
786,Qumulo,$1B,2020-07-16,Data management & analytics,Seattle,United States,North America,2012,$347M,"Madrona Venture Group, Kleiner Perkins Caufield & Byers, Highland Capital Partners",8,3470000.0,100000000.0
787,Rohlik,$1B,2021-07-01,"Supply chain, logistics, & delivery",Prague,Czech Republic,Europe,2019,$380M,"Partech Partners, Index Ventures, Quadrille Capital",2,3800000.0,100000000.0
788,SeekOut,$1B,2022-01-12,Internet software & services,Bellevue,United States,North America,2017,$189M,"Mayfield, Madrona Venture Group, Tiger Global Management",5,1890000.0,100000000.0
789,SmartMore,$1B,2021-06-24,Artificial intelligence,Shenzhen,China,Asia,2019,$300M,"IDG Capital, ZhenFund, Sequoia Capital China",2,3000000.0,100000000.0
790,Tealium,$1B,2021-02-03,Internet software & services,San Diego,United States,North America,2008,$264M,"Georgian Partners, Silver Lake, Presidio Ventures",13,2640000.0,100000000.0
791,UpGrad,$1B,2021-08-09,Edtech,Mumbai,India,Asia,2015,$194M,"Qualcomm Ventures, Accel, Canaan Partners",6,1940000.0,100000000.0
792,Workhuman,$1B,2020-06-23,Internet software & services,Dublin,Ireland,Europe,1999,$9M,ICG,21,90000.0,100000000.0
793,Xpressbees,$1B,2022-02-09,"Supply chain, logistics, & delivery",Pune,India,Asia,2012,$573M,"Norwest Venture Partners, Investcorp, Blackstone",10,5730000.0,100000000.0
794,L&P Cosmetic,$1B,2016-01-01,Consumer & retail,Seoul,South Korea,Asia,2009,$33M,CDIB Capital,7,330000.0,100000000.0
795,Mininglamp Technology,$1B,2019-03-27,Artificial intelligence,Beijing,China,Asia,2014,$787M,"Russia-China Investment Fund, Tencent Holdings, Sequoia Capital China",5,7870000.0,100000000.0
796,Luoji Siwei,$1B,2017-07-20,Edtech,Beijing,China,Asia,2012,$144M,"Sequoia Capital China, Qiming Venture Partners, Tencent Holdings",5,1440000.0,100000000.0
797,IRL,$1B,2021-06-15,Internet software & services,San Francisco,United States,North America,2017,$197M,"Goodwater Capital, Floodgate, Founders Fund",4,1970000.0,100000000.0
798,Modern Health,$1B,2021-02-11,Health,San Francisco,United States,North America,2017,$167M,"Kleiner Perkins Caufield & Byers, Afore Capital, Founders Fund",4,1670000.0,100000000.0
799,Tuhu,$1B,2018-09-15,Auto & transportation,Shanghai,China,Asia,2011,$875M,"Qiming Venture Partners, Yaxia Automobile, Far East Horizon",7,8750000.0,100000000.0
800,CloudBees,$1B,2021-12-09,Data management & analytics,San Jose,United States,North America,2010,$236M,"Matrix Partners, Lightspeed Venture Partners, Verizon Ventures",11,2360000.0,100000000.0
801,Elemy,$1B,2021-10-06,Health,San Francisco,United States,North America,2019,$323M,"General Catalyst, Bling Capital, Felicis Ventures",2,3230000.0,100000000.0
802,Guideline,$1B,2021-06-16,Fintech,San Mateo,United States,North America,2015,$339M,"Pelion Venture Partners, Foundation Capital, Thoma Bravo",6,3390000.0,100000000.0
803,Happy Money,$1B,2022-02-08,Fintech,Tustin,United States,North America,2009,$192M,"FirstMark Capital, Anthemis, CMFG Ventures",13,1920000.0,100000000.0
804,Rebellion Defense,$1B,2021-09-16,Artificial intelligence,Washington DC,United States,North America,2019,$150M,"Venrock, Innovation Endeavors, Insights Partners",2,1500000.0,100000000.0
